idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
17-166932,2017-11-27,2018-01-02,2018-01-02T11:00:00+00:00,Casier judiciaire national,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Maintenance|Télécommunications,Maintenance des installations de l'autocommutateur du site nantais du ministère de la justice (snmj),,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-166932,legacy,32543000,32543000,,44379,NANTES Cedex 3,,,,,,17-166932,data/raw/boamp_current,17-166932,2017,Casier judiciaire national,casier judiciaire national,maintenance des installations de l autocommutateur du site nantais du ministere de la justice snmj,,,,,,32543000,32543000,32,325,3254,32543,False,False,,0,0,0,,,0,,True,CAT04,Telecom & Networks,130025158,13002515800010,previous_high_confidence_cache,HIGH,matched,94.7,45.5,3,SERVICE DU CASIER JUDICIAIRE NATIONAL,seeded from existing high-confidence buyer enrichment,SIREN:130025158,SIREN_ENRICHED,external_enrichment,BOAMP:17-166932
17-167643,2017-11-28,2017-12-20,2017-12-20T11:00:00+00:00,Conseil départemental Loire-Atlantique,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Audiovisuel,Modernisation des équipements audiovisuels de l'auditorium,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-167643,legacy,32321200,32321200,,44041,NANTES,,12.0,DUREE_MOIS,,,17-167643,data/raw/boamp_current,17-167643,2017,Conseil départemental Loire-Atlantique,conseil departemental loire atlantique,modernisation des equipements audiovisuels de l auditorium,,,,,,32321200,32321200,32,323,3232,32321,False,False,,0,0,0,,12.0,0,12.0,False,CAT04,Telecom & Networks,935367433,93536743300015,previous_high_confidence_cache,HIGH,matched,93.4,5.4,10,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),seeded from existing high-confidence buyer enrichment,SIREN:935367433,SIREN_ENRICHED,external_enrichment,BOAMP:17-167643
17-167707,2017-11-28,2018-01-12,2018-01-12T11:00:00+00:00,Nantes Métropole,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Logiciel,"acquisition d'une solution logicielle de prise de rendez-vous pour le compte du groupement de commandes informatiques constitué par nantes métropole, la ville de nantes et le ccas.",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-167707,legacy,48000000,48000000,,44923,Nantes cedex 9,,48.0,DUREE_MOIS,,,17-167707,data/raw/boamp_current,17-167707,2017,Nantes Métropole,nantes metropole,acquisition d une solution logicielle de prise de rendez vous pour le compte du groupement de commandes informatiques constitue par nantes metropole la ville de nantes et le ccas,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,48.0,0,48.0,False,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-167707
17-168569,2017-11-29,2017-12-22,2017-12-22T11:00:00+00:00,Nantes Métropole,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Informatique (prestations de services),prestation de réalisation d'une orthophographie et d'un modèle numérique de terrain et d'élévation sur le territoire de nantes métropole,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-168569,legacy,72320000,72320000,,44923,Nantes cedex 9,,,,,,17-168569,data/raw/boamp_current,17-168569,2017,Nantes Métropole,nantes metropole,prestation de realisation d une orthophographie et d un modele numerique de terrain et d elevation sur le territoire de nantes metropole,,,,,,72320000,72320000,72,723,7232,72320,False,False,,0,0,0,,,0,,True,CAT09,GIS & Mapping,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-168569
17-159035,2017-11-30,2018-01-14,,Ville d'Angers,49|44|53|72|35|79|85,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,TRAVAUX,|10|6,Bâtiment,Travaux de rénovation et de modernisation du Centre des Congrès d'Angers,TPPL|JOUSSELIN CONSTRUCTION|SMAC|SECOM ALU|A.P.M. ATELIER DES PLAFONDS DU MAINE|CHUDEAU|VALLEE ATLANTIQUE|EIFFAGE ENERGIE LOIRE OCEAN|SOCIETE NOUVELLE MUSSIDAN SIEGES|ID VERDE|MASTER INDUSTRIE|BC CAIRE|EOLE,17-55172|17-69614,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-159035,legacy,50700000,50700000|45111100|45262100|None|45261000|44316500|45421000|45421152|45421146|45421151|45313000|31640000|32400000|39113100|45112700,,49020,ANGERS,94165.58,,,2017-09-29,2017-04-21,17-159035,data/raw/boamp_current,17-159035,2017,Ville d'Angers,ville angers,travaux de renovation et de modernisation du centre des congres d angers,,,,,,50700000,50700000,50,507,5070,50700,False,False,94165.58,0,0,0,94165.58,,0,,True,CAT_UNKNOWN,Unknown,532458809,53245880900029,previous_high_confidence_cache,HIGH,matched,88.0,24.2,10,VIGNE EN VILLE ANGERS,seeded from existing high-confidence buyer enrichment,SIREN:532458809,SIREN_ENRICHED,external_enrichment,BOAMP:17-159035
17-171214,2017-12-06,2018-02-05,,Conseil départemental Loire-Atlantique,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Maintenance,MAINTENANCE DES EQUIPEMENTS TECHNIQUES ET ENTRETIEN DES TOITURES VEGETALISEES DES BATIMENTS DEPARTEMENTAUX,IDEX ENERGIES|ENERGIE SERVICES COFELY|IDEX ENERGIES|ENGIE INEO ATLANTIQUE|CENTRE TELEPHONIQUE VENDEEN|ENGIE INEO ATLANTIQUE|SPIE FACILITIES|A.B.H.|REGIONAL ASCENCEURS OUEST|EXTINCTEURS NANTAIS|SOPREMA,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-171214,legacy,50721000,50721000|50413200|65320000|50750000|44221300|35111300|50730000|45261920|09331200,,44041,NANTES,450000.0,,,2017-07-26,,17-171214,data/raw/boamp_current,17-171214,2017,Conseil départemental Loire-Atlantique,conseil departemental loire atlantique,maintenance des equipements techniques et entretien des toitures vegetalisees des batiments departementaux,,,,,,50721000,50721000,50,507,5072,50721,False,False,450000.0,0,0,0,450000.0,,0,,True,CAT_UNKNOWN,Unknown,935367433,93536743300015,previous_high_confidence_cache,HIGH,matched,93.4,5.4,10,CONSEIL DEPARTEMENTAL DES MOSQUEES DE LOIRE-ATLANTIQUE (CDM),seeded from existing high-confidence buyer enrichment,SIREN:935367433,SIREN_ENRICHED,external_enrichment,BOAMP:17-171214
17-171316,2017-12-07,2018-01-08,,Conseil régional des Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),Hébergement et infogérance de la solution de gestion de dossiers électronique de l'inventaire,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-171316,legacy,72250000,72250000,,44966,Nantes cedex 9,,48.0,DUREE_MOIS,,,17-171316,data/raw/boamp_current,17-171316,2017,Conseil régional des Pays de la Loire,conseil regional pays loire,hebergement et infogerance de la solution de gestion de dossiers electronique de l inventaire,,,,,,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,48.0,0,48.0,False,CAT03,Cybersecurity,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:17-171316
17-172862,2017-12-08,2018-01-11,2018-01-11T11:00:00+00:00,ALTER Public,49,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,"Publicité, Communication",Réalisation d'images 3D pour la ligne B du tramway de l'agglomération angevine,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-172862,legacy,72212320,72212320,,49101,Angers,,72.0,DUREE_MOIS,,,17-172862,data/raw/boamp_current,17-172862,2017,ALTER Public,alter public,realisation d images 3d pour la ligne b du tramway de l agglomeration angevine,,,,,,72212320,72212320,72,722,7221,72212,False,False,,0,0,0,,72.0,0,72.0,False,CAT07,Digital Workplace & Collaboration,528848153,52884815300029,previous_high_confidence_cache,HIGH,matched,100.0,37.2,4,ALTER PUBLIC,seeded from existing high-confidence buyer enrichment,SIREN:528848153,SIREN_ENRICHED,external_enrichment,BOAMP:17-172862
17-172456,2017-12-09,2018-02-28,,CHU de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,ATTRIBUE_SANS_PUB_JOUE,SERVICES,|10|6,Informatique (prestations de services),"Maintenance corrective, adaptative, réglementaire, évolutive de la suite progicielle M-RH/M-PH et de tous les modules et interfaces sous licence associés",Maincare Solutions,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-172456,legacy,72267000,72267000,,44093,Nantes cedex,413571.0,,,2017-11-10,,17-172456,data/raw/boamp_current,17-172456,2017,CHU de Nantes,chu nantes,maintenance corrective adaptative reglementaire evolutive de la suite progicielle m rh m ph et de tous les modules et interfaces sous licence associes,,,,,,72267000,72267000,72,722,7226,72267,False,False,413571.0,0,0,0,413571.0,,0,,True,CAT02,IT Services & Consulting,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment,SIREN:264400136,SIREN_ENRICHED,external_enrichment,BOAMP:17-172456
17-136151,2017-12-09,2018-01-07,,Nantes Métropole,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Prestations de services,"tierce maintenance applicative sur géonantes, portail géographique intranet, extranet et internet de nantes métropole (maintien en conditions opérationnelles et évolutions)",CAP GEMINI,17-106009,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-136151,legacy,72250000,72250000,,44923,Nantes cedex 9,291037.46,,,2017-11-26,2017-07-27,17-136151,data/raw/boamp_current,17-136151,2017,Nantes Métropole,nantes metropole,tierce maintenance applicative sur geonantes portail geographique intranet extranet et internet de nantes metropole maintien en conditions operationnelles et evolutions,,,,,,72250000,72250000,72,722,7225,72250,False,False,291037.46,0,0,0,291037.46,,0,,True,CAT03,Cybersecurity,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-136151
17-136152,2017-12-09,2018-01-07,,Nantes Métropole,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Prestations de services,"acquisition de matériels (serveurs, baies de stockage et accesoires) et prestations associées",AIS,17-68985,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-136152,legacy,48822000,48822000,,44923,Nantes cedex 9,1208110.0,,,2017-10-16,2017-06-07,17-136152,data/raw/boamp_current,17-136152,2017,Nantes Métropole,nantes metropole,acquisition de materiels serveurs baies de stockage et accesoires et prestations associees,,,,,,48822000,48822000,48,488,4882,48822,False,False,1208110.0,0,0,0,1208110.0,,0,,True,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-136152
17-173975,2017-12-13,2018-01-22,,Conseil régional des Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Logiciel,"FOURNITURE LOGICIELLE, HÉBERGEMENT, EXPLOITATION ET MAINTENANCE APPLICATIVE DE L'ESPACE NUMÉRIQUE DE TRAVAIL (ENT) E-LYCO ET PRESTATIONS ASSOCIÉES",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-173975,legacy,48000000,48000000,,44966,Nantes cedex 9,,24.0,DUREE_MOIS,,,17-173975,data/raw/boamp_current,17-173975,2017,Conseil régional des Pays de la Loire,conseil regional pays loire,fourniture logicielle hebergement exploitation et maintenance applicative de l espace numerique de travail ent e lyco et prestations associees,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,24.0,0,24.0,False,CAT01,Software & Applications,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:17-173975
17-174760,2017-12-14,2018-01-15,,SDIS 44,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Matériel de sécurité,Reconditionnement d'une échelle pivotante à mouvements combinés EPC METZ sur châssis MAN pour les besoins du Service Départemental d'Incendie et de Secours de Loire-Atlantique.,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-174760,legacy,35110000,35110000,,44243,La chapelle sur erdre,,,,,,17-174760,data/raw/boamp_current,17-174760,2017,SDIS 44,sdis 44,reconditionnement d une echelle pivotante a mouvements combines epc metz sur chassis man pour les besoins du service departemental d incendie et de secours de loire atlantique,,,,,,35110000,35110000,35,351,3511,35110,False,False,,0,0,0,,,0,,True,CAT03,Cybersecurity,284400017,28440001700018,previous_high_confidence_cache,HIGH,matched,100.0,42.3,10,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment,SIREN:284400017,SIREN_ENRICHED,external_enrichment,BOAMP:17-174760
17-174846,2017-12-15,2018-01-11,,CTRE HOSP UNIVERSITAIRE ANGERS,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (maintenance serveurs et réseaux),"FOURNITURE DE LICENCES, MAINTENANCE ET PRESTATIONS POUR LES LOGICIELS LANDESK POUR LE CHU D'ANGERS",INFEENY,17-152746,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-174846,legacy,48000000,48000000,,49933,Angers cédex 9,400000.0,,,2017-12-08,,17-174846,data/raw/boamp_current,17-174846,2017,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,fourniture de licences maintenance et prestations pour les logiciels landesk pour le chu d angers,,,,,,48000000,48000000,48,480,4800,48000,False,True,400000.0,0,0,0,400000.0,,0,,True,CAT01,Software & Applications,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME,normalized_buyer_name,BOAMP:17-174846
17-173663,2017-12-16,2018-01-16,,Nantes Métropole,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Logiciel,acquisition et mise en oeuvre d'une solution logicielle de gestion de l'occupation du domaine public,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-173663,legacy,48000000,48000000,,44923,Nantes Cedex 9,,60.0,DUREE_MOIS,,,17-173663,data/raw/boamp_current,17-173663,2017,Nantes Métropole,nantes metropole,acquisition et mise en oeuvre d une solution logicielle de gestion de l occupation du domaine public,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,60.0,0,60.0,False,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-173663
17-176560,2017-12-17,2018-01-23,,Sdis de la Mayenne,53,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Matériel de secours et d'incendie,Equipements pour Camions Citerne Grande Capacité et pour Camions Citerne Incendie pour le Service Départemental d'Incendie et de Secours de la Mayenne.,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-176560,legacy,35111200,35111200|None,,53005,Laval cedex,976500.0,24.0,DUREE_MOIS,,,17-176560,data/raw/boamp_current,17-176560,2017,Sdis de la Mayenne,sdis mayenne,equipements pour camions citerne grande capacite et pour camions citerne incendie pour le service departemental d incendie et de secours de la mayenne,,,,,,35111200,35111200,35,351,3511,35111,False,False,976500.0,0,0,0,976500.0,24.0,0,24.0,False,CAT03,Cybersecurity,285300018,28530001800030,previous_high_confidence_cache,HIGH,matched,100.0,29.2,2,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment,SIREN:285300018,SIREN_ENRICHED,external_enrichment,BOAMP:17-176560
17-177186,2017-12-20,2018-02-28,,Conseil régional des Pays de la Loire,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Prestations de services,A completer,ERNST AND YOUNG ADVISORY,17-68186,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-177186,legacy,72000000,72000000,,44966,Nantes Cedex 9,2000000.0,,,2017-08-09,,17-177186,data/raw/boamp_current,17-177186,2017,Conseil régional des Pays de la Loire,conseil regional pays loire,a completer,,,,,,72000000,72000000,72,720,7200,72000,False,True,2000000.0,0,0,0,2000000.0,,0,,True,CAT02,IT Services & Consulting,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:17-177186
17-177418,2017-12-20,2018-01-19,2018-01-19T11:00:00+00:00,Commune de Saint-Nazaire,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Audiovisuel,"17S0091 - acquisition, installation de matériels de sono-vidéo etd'éclairage pour l'espace jeunesse et autres salles municipales.",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-177418,legacy,32323300,32323300,,44606,Saint nazaire cedex,50000.0,48.0,DUREE_MOIS,,,17-177418,data/raw/boamp_current,17-177418,2017,Commune de Saint-Nazaire,commune saint nazaire,17s0091 acquisition installation de materiels de sono video etd eclairage pour l espace jeunesse et autres salles municipales,,,,,,32323300,32323300,32,323,3232,32323,False,False,50000.0,0,0,0,50000.0,48.0,0,48.0,False,CAT04,Telecom & Networks,214401846,21440184600016,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment,SIREN:214401846,SIREN_ENRICHED,external_enrichment,BOAMP:17-177418
17-129614,2017-12-21,2018-01-24,,Nantes Métropole,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Prestations de services,tierce maintenance applicative du système d'information ressources (s.i.r.h.) pour le compte de nantes métropole,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-129614,legacy,72250000,72250000,,44923,Nantes cedex 9,,48.0,DUREE_MOIS,,,17-129614,data/raw/boamp_current,17-129614,2017,Nantes Métropole,nantes metropole,tierce maintenance applicative du systeme d information ressources s i r h pour le compte de nantes metropole,,,,,,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,48.0,0,48.0,False,CAT03,Cybersecurity,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:17-129614
17-179962,2017-12-21,2018-01-29,2018-01-29T11:00:00+00:00,Conseil régional des Pays de la Loire,85|44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,TRAVAUX,5|1|,Terrassement,Réfection de la station d'épuration et du réseau de défense incendie au lycée Luçon Pétré (85),,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-179962,legacy,45112500,45112500|45252100|45223220|45261100|45312000|32400000,,44966,Nantes cedex 9,,6.0,DUREE_MOIS,,,17-179962,data/raw/boamp_current,17-179962,2017,Conseil régional des Pays de la Loire,conseil regional pays loire,refection de la station d epuration et du reseau de defense incendie au lycee lucon petre 85,,,,,,45112500,45112500,45,451,4511,45112,False,False,,0,0,0,,6.0,0,6.0,False,CAT04,Telecom & Networks,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:17-179962
17-178246,2017-12-21,2018-01-15,,Université d'Angers,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Matériel de téléphonie,Maintenance des matériels de téléphonie Alcatel,NXO France,17-124586,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:17-178246,legacy,72267000,72267000,,49035,Angers cedex 01,230000.0,,,2017-12-15,,17-178246,data/raw/boamp_current,17-178246,2017,Université d'Angers,universite angers,maintenance des materiels de telephonie alcatel,,,,,,72267000,72267000,72,722,7226,72267,False,False,230000.0,0,0,0,230000.0,,0,,True,CAT02,IT Services & Consulting,194909701,19490970100303,previous_high_confidence_cache,HIGH,matched,100.0,,1,UNIVERSITE D'ANGERS,seeded from existing high-confidence buyer enrichment,SIREN:194909701,SIREN_ENRICHED,external_enrichment,BOAMP:17-178246
